日期,收盤價,開盤價,最高價,最低價
2018-01-18,37.85,38.60,38.65,37.75
2018-01-19,37.90,37.95,38.10,37.75
2018-01-22,37.85,37.90,37.90,37.55
2018-01-23,37.30,37.80,37.80,36.85
2018-01-24,37.30,37.45,37.45,36.90
2018-01-25,37.60,37.30,37.65,37.25
2018-01-26,38.20,37.75,38.20,37.50
2018-01-29,37.95,38.30,38.40,37.70
2018-01-30,37.90,38.00,38.05,37.70
2018-01-31,37.65,37.60,37.90,37.35
2018-02-01,37.90,37.65,37.95,37.65
2018-02-02,37.90,38.00,38.00,37.40
2018-02-05,37.80,37.10,37.80,37.10
2018-02-06,35.50,36.80,36.80,34.80
2018-02-07,36.40,36.10,36.80,36.00
2018-02-08,36.75,36.55,36.85,36.50
2018-02-09,35.60,35.30,36.20,35.10
2018-02-12,35.95,35.60,36.20,35.30
2018-02-21,37.20,37.00,37.20,36.55
2018-02-22,36.50,36.80,36.95,36.35
2018-02-23,36.85,36.60,36.95,36.55
2018-02-26,36.55,36.95,37.00,36.55
2018-02-27,37.00,36.70,37.00,36.60
2018-03-01,37.00,37.15,37.20,36.60
2018-03-02,36.90,36.50,37.00,36.50
2018-03-05,36.30,36.70,36.80,36.15
2018-03-06,36.50,36.55,36.75,36.45
2018-03-07,36.40,36.30,36.60,36.30
2018-03-08,36.40,36.40,36.65,36.40
2018-03-09,36.65,36.50,36.70,36.45
2018-03-12,37.20,36.70,37.20,36.70
2018-03-13,37.50,37.00,37.55,36.95
2018-03-14,37.50,37.50,37.70,37.30
2018-03-15,37.60,37.35,37.70,37.35
2018-03-16,37.60,37.60,37.70,37.00
2018-03-19,37.55,37.45,37.55,37.20
2018-03-20,37.35,37.35,37.35,36.95
2018-03-21,37.35,37.45,37.45,37.15
2018-03-22,37.55,37.35,37.65,37.30
2018-03-23,37.00,36.80,37.00,36.65
2018-03-26,36.60,36.85,36.90,36.35
2018-03-27,37.15,36.80,37.20,36.80
2018-03-28,37.00,37.10,37.10,36.80
2018-03-29,36.55,36.65,36.80,36.35
2018-03-30,36.60,36.50,36.80,36.40
2018-03-31,36.55,36.60,36.70,36.55
2018-04-02,36.65,36.55,36.85,36.50
2018-04-03,36.95,36.30,36.95,36.20
2018-04-09,37.35,37.40,37.45,37.15
2018-04-10,38.20,37.25,38.40,37.25
2018-04-11,38.45,38.45,38.80,38.15
2018-04-12,38.10,38.60,38.60,37.90
2018-04-13,38.20,38.00,38.40,37.90
2018-04-16,38.25,38.00,38.25,37.90
2018-04-17,38.00,38.25,38.25,37.60
2018-04-18,38.20,38.00,38.35,38.00
2018-04-19,39.00,38.10,39.20,38.00
2018-04-20,38.75,38.90,39.30,38.60
2018-04-23,38.90,38.75,39.10,38.70
2018-04-24,40.85,39.50,41.00,39.50
2018-04-25,40.20,40.65,40.90,39.85
2018-04-26,40.50,40.25,40.90,40.25
2018-04-27,40.30,40.90,40.90,40.10
2018-04-30,40.85,40.70,40.85,40.15
2018-05-02,40.85,40.85,41.40,40.70
2018-05-03,39.40,40.65,40.80,39.15
2018-05-04,39.55,39.60,40.10,39.50
2018-05-07,40.40,40.00,41.35,40.00
2018-05-08,40.80,40.40,41.20,40.00
2018-05-09,40.60,40.70,40.75,40.40
2018-05-10,41.10,40.80,41.30,40.60
2018-05-11,41.25,41.15,41.45,40.85
2018-05-14,43.15,41.90,43.25,41.90
2018-05-15,43.50,43.20,43.95,42.50
2018-05-16,45.90,46.90,47.30,44.85
2018-05-17,45.65,46.35,46.40,45.50
2018-05-18,45.55,46.00,46.15,45.10
2018-05-21,46.00,46.00,46.35,45.40
2018-05-22,45.60,46.00,46.05,45.35
2018-05-23,44.10,45.65,45.70,43.70
2018-05-24,44.75,44.60,44.75,43.80
2018-05-25,43.90,45.10,45.10,43.90
2018-05-28,43.95,44.20,44.30,43.85
2018-05-29,43.40,44.00,44.00,42.95
2018-05-30,43.75,43.30,44.25,42.90
2018-05-31,43.60,44.25,44.25,43.45
2018-06-01,43.75,43.70,44.15,43.50
2018-06-04,45.65,44.15,45.70,43.85
2018-06-05,45.20,45.70,45.70,44.45
2018-06-06,44.80,45.00,45.00,44.50
2018-06-07,44.75,45.10,45.25,44.65
2018-06-08,45.00,44.65,45.15,44.35
2018-06-11,44.60,45.15,45.15,44.30
2018-06-12,44.50,44.70,44.80,44.40
2018-06-13,45.45,45.00,45.60,44.45
2018-06-14,44.90,45.00,45.35,44.85
2018-06-15,45.25,45.10,45.70,44.60
2018-06-19,43.85,44.55,44.60,43.80
2018-06-20,44.75,43.80,44.90,43.25
2018-06-21,44.75,44.80,44.85,44.20
2018-06-22,44.60,44.65,45.10,44.10
2018-06-25,44.70,44.50,44.95,44.10
2018-06-26,43.70,44.70,44.70,43.70
2018-06-27,43.00,43.70,43.70,42.35
2018-06-28,42.40,42.55,43.00,42.25
2018-06-29,42.35,42.40,42.45,41.80
2018-07-02,41.85,42.40,42.75,41.50
2018-07-03,42.75,43.25,43.25,41.90
2018-07-04,42.00,42.50,42.50,41.60
2018-07-05,42.05,42.00,42.40,41.80
2018-07-06,41.60,41.90,41.95,41.10
2018-07-09,42.75,41.75,42.95,41.60
2018-07-10,43.25,43.00,43.30,42.50
2018-07-11,42.15,42.60,42.60,41.90
2018-07-12,42.70,42.15,43.10,41.95
2018-07-13,43.50,43.35,43.75,42.80
2018-07-16,42.50,43.50,43.50,42.40
2018-07-17,42.15,42.50,42.80,42.10
2018-07-18,42.25,42.60,42.75,42.15
2018-07-19,42.75,42.30,42.90,42.25
2018-07-20,42.30,42.80,43.05,42.10
2018-07-23,42.65,42.45,42.80,42.20
2018-07-24,45.50,42.80,45.70,42.65
2018-07-25,45.10,45.15,45.50,44.70
2018-07-26,40.50,40.80,42.20,40.10
2018-07-27,40.30,40.80,41.65,40.30
2018-07-30,40.70,40.50,41.25,40.50
2018-07-31,39.35,39.30,39.65,39.10
2018-08-01,41.05,39.70,41.40,39.55
2018-08-02,40.60,40.95,41.10,40.45
2018-08-03,40.45,40.80,41.35,40.40
2018-08-06,40.35,40.45,40.75,40.20
2018-08-07,40.15,40.40,40.60,40.15
2018-08-08,40.60,40.40,41.05,40.35
2018-08-09,40.50,40.50,40.85,40.10
2018-08-10,41.50,40.65,41.70,40.60
2018-08-13,42.15,42.65,43.70,41.85
2018-08-14,43.30,42.20,43.65,42.20
2018-08-15,42.35,43.55,43.55,42.35
2018-08-16,42.00,41.85,42.15,41.25
2018-08-17,42.05,42.30,43.00,42.00
2018-08-20,42.00,42.60,42.60,41.80
2018-08-21,42.90,42.20,42.90,41.90
2018-08-22,42.95,42.80,43.20,42.60
2018-08-23,43.10,43.10,43.40,42.55
2018-08-24,42.80,43.00,43.05,42.60
2018-08-27,43.30,43.30,43.50,42.90
2018-08-28,43.30,43.45,43.60,43.00
2018-08-29,43.40,43.40,43.40,43.10
2018-08-30,42.00,43.35,43.35,41.50
2018-08-31,42.35,41.70,42.35,41.50
2018-09-03,41.35,42.10,42.10,41.15
2018-09-04,42.10,41.35,42.15,41.30
2018-09-05,41.55,41.70,42.00,41.50
2018-09-06,41.80,41.50,41.95,41.30
2018-09-07,41.30,41.35,41.60,41.25
2018-09-10,37.95,40.25,40.40,37.40
2018-09-11,38.00,38.30,38.55,36.95
2018-09-12,38.55,37.95,38.55,37.95
2018-09-13,39.10,39.15,39.55,39.00
2018-09-14,39.65,39.10,39.80,38.55
2018-09-17,39.30,39.80,39.85,38.80
2018-09-18,39.70,39.00,39.80,38.90
2018-09-19,40.15,39.80,41.00,39.80
2018-09-20,40.10,40.10,40.80,39.70
2018-09-21,40.40,40.20,41.00,40.20
2018-09-25,40.20,41.20,41.20,40.10
2018-09-26,39.90,40.40,40.50,39.85
2018-09-27,40.25,39.60,40.45,39.60
2018-09-28,41.10,41.00,41.60,40.85
2018-10-01,41.05,41.50,41.90,40.90
2018-10-02,40.30,41.15,41.20,40.10
2018-10-03,40.20,40.70,40.70,39.95
2018-10-04,39.80,40.15,40.25,39.50
2018-10-05,39.70,40.10,40.10,39.15
2018-10-08,39.75,39.65,39.95,39.40
2018-10-09,40.05,40.00,40.30,39.60
2018-10-11,37.60,38.10,38.60,37.00
2018-10-12,39.00,37.25,39.00,37.00
2018-10-15,38.50,38.55,38.75,38.10
2018-10-16,38.20,38.40,38.40,37.80
2018-10-17,38.25,38.60,38.90,38.15
2018-10-18,38.00,38.60,38.60,37.80
2018-10-19,37.25,37.65,37.65,37.10
2018-10-22,37.55,37.20,37.85,37.20
2018-10-23,36.00,37.30,37.35,35.55
2018-10-24,34.15,35.95,35.95,33.55
2018-10-25,34.00,33.10,34.25,32.90
2018-10-26,33.50,34.30,34.45,32.90
2018-10-29,33.90,33.80,34.10,33.20
2018-10-30,34.10,33.90,34.60,33.75
2018-10-31,34.70,34.50,35.10,34.30
2018-11-01,35.65,34.45,35.85,34.45
2018-11-02,36.45,36.25,36.45,36.00
2018-11-05,35.35,36.00,36.00,35.00
2018-11-06,35.10,35.60,35.80,34.80
2018-11-07,35.50,35.30,35.75,35.30
2018-11-08,35.50,36.00,36.00,35.20
2018-11-09,34.90,35.35,35.35,34.70
2018-11-12,35.60,34.90,35.60,34.90
2018-11-13,36.40,35.00,36.40,35.00
2018-11-14,36.35,37.05,37.20,36.05
2018-11-15,36.15,36.40,36.45,36.00
2018-11-16,36.45,36.60,36.60,36.10
2018-11-19,36.50,36.50,36.65,36.15
2018-11-20,36.65,36.50,37.00,36.25
2018-11-21,35.70,36.25,36.25,35.50
2018-11-22,34.85,35.70,35.75,34.60
2018-11-23,34.70,35.00,35.00,34.50
2018-11-26,35.35,34.80,35.45,34.80
2018-11-27,33.50,33.00,33.65,32.70
2018-11-28,34.05,33.65,34.15,33.20
2018-11-29,34.05,34.45,34.60,33.95
2018-11-30,34.50,34.30,34.75,34.20
2018-12-03,35.85,34.95,36.00,34.90
2018-12-04,35.05,35.85,35.85,34.85
2018-12-05,34.85,34.50,35.30,34.35
2018-12-06,34.65,34.85,35.15,34.60
2018-12-07,35.05,34.70,35.45,34.70
2018-12-10,34.75,34.90,34.95,34.70
2018-12-11,34.80,35.10,35.35,34.80
2018-12-12,34.95,35.00,35.05,34.80
2018-12-13,35.50,34.95,35.55,34.85
2018-12-14,35.75,35.40,35.80,35.10
2018-12-17,36.00,35.60,36.20,35.55
2018-12-18,35.65,35.85,36.20,35.55
2018-12-19,36.00,35.80,36.00,35.65
2018-12-20,35.40,35.80,36.15,35.30
2018-12-21,35.40,35.40,35.65,35.30
2018-12-22,35.45,35.40,35.60,35.30
2018-12-24,35.80,35.60,35.95,35.50
2018-12-25,35.85,35.05,35.85,34.95
2018-12-26,35.40,35.80,35.85,35.35
2018-12-27,35.40,35.80,35.80,35.40
2018-12-28,35.60,35.40,35.75,35.40
2019-01-02,35.50,35.75,35.95,35.50
2019-01-03,35.15,35.50,35.60,35.10
2019-01-04,35.45,35.00,35.65,34.90
2019-01-07,36.00,35.85,36.20,35.80
2019-01-08,35.55,35.90,35.95,35.55
2019-01-09,36.35,35.95,36.35,35.90
2019-01-10,36.55,36.55,36.95,36.40
2019-01-11,36.40,36.70,36.70,36.20
2019-01-14,35.60,36.40,36.45,35.35
2019-01-15,35.70,35.80,36.00,35.60
2019-01-16,35.60,35.70,35.80,35.55
2019-01-17,35.45,35.60,35.80,35.40
2019-01-18,36.00,35.80,36.00,35.55
2019-01-21,36.25,36.20,36.30,35.85
2019-01-22,36.25,36.25,36.30,36.05
2019-01-23,36.45,36.20,36.45,36.05
2019-01-24,36.40,36.45,36.55,36.15
2019-01-25,36.60,36.40,36.75,36.30
2019-01-28,37.00,36.75,37.00,36.70
2019-01-29,37.10,37.00,37.10,36.70
2019-01-30,37.35,37.20,37.50,36.95
2019-02-11,37.65,37.90,37.90,37.35
2019-02-12,37.70,37.70,37.85,37.35
2019-02-13,37.65,37.70,37.95,37.55
2019-02-14,37.50,37.55,38.20,37.40
2019-02-15,37.45,37.70,37.70,36.95
2019-02-18,36.90,37.40,37.55,36.85
2019-02-19,37.55,36.95,37.60,36.95
2019-02-20,37.85,37.80,38.20,37.65
2019-02-21,39.30,38.15,39.45,38.05
2019-02-22,38.70,39.15,39.15,38.65
2019-02-25,38.45,39.00,39.00,38.30
2019-02-26,38.20,38.25,38.50,38.20
2019-02-27,38.40,38.20,38.45,38.15
2019-03-04,38.20,38.40,38.45,38.00
2019-03-05,38.00,38.10,38.30,37.95
2019-03-06,38.25,38.00,38.30,37.95
2019-03-07,38.00,38.10,38.45,38.00
2019-03-08,38.00,38.00,38.10,37.75
2019-03-11,37.85,38.00,38.15,37.85
2019-03-12,38.40,37.90,38.65,37.85
2019-03-13,38.50,38.45,38.60,38.35
2019-03-14,38.60,38.50,38.60,38.45
2019-03-15,38.65,38.70,38.80,38.55
2019-03-18,37.80,38.75,38.85,37.60
2019-03-19,38.10,37.90,38.30,37.85
2019-03-20,38.05,38.10,38.25,38.00
2019-03-21,38.85,38.05,38.90,38.05
2019-03-22,38.70,38.95,39.25,38.50
2019-03-25,40.50,40.00,40.80,39.85
2019-03-26,40.45,40.55,40.70,40.20
2019-03-27,40.55,40.60,40.90,40.45
2019-03-28,41.00,40.75,41.70,40.75
2019-03-29,41.25,41.40,41.40,41.10
2019-04-01,41.35,41.55,41.80,41.25
2019-04-02,41.40,41.65,41.70,41.30
2019-04-03,41.70,41.55,41.75,41.50
2019-04-08,42.30,41.95,42.35,41.95
2019-04-09,42.15,42.45,42.55,41.95
2019-04-10,42.00,42.15,42.20,41.75
2019-04-11,42.05,42.25,42.40,41.95
2019-04-12,42.00,42.20,42.30,41.95
2019-04-15,42.50,42.20,42.50,42.10
2019-04-16,42.30,42.50,42.55,42.15
2019-04-17,41.95,42.40,42.45,41.90
2019-04-18,41.60,42.00,42.10,41.30
2019-04-19,41.70,41.60,41.80,41.40
2019-04-22,41.00,41.60,41.65,41.00
2019-04-23,41.60,40.85,41.65,40.55
2019-04-24,41.55,41.75,41.75,41.35
2019-04-25,41.80,41.50,41.80,41.30
2019-04-26,41.75,41.85,41.85,41.55
2019-04-29,42.10,41.90,42.10,41.80
2019-04-30,42.00,42.10,42.25,41.95
2019-05-02,42.20,42.20,42.35,42.10
2019-05-03,42.85,42.25,42.90,42.25
2019-05-06,42.30,42.40,42.75,42.20
2019-05-07,42.90,42.35,43.00,42.35
2019-05-08,43.00,42.45,43.15,42.35
2019-05-09,42.50,43.00,43.00,42.50
2019-05-10,42.50,42.60,43.05,42.40
2019-05-13,42.00,42.70,42.85,42.00
2019-05-14,41.55,41.55,41.80,41.20
2019-05-15,41.75,41.55,41.95,41.55
2019-05-16,42.00,41.70,42.40,41.60
2019-05-17,42.25,42.00,42.50,42.00
2019-05-20,42.35,42.50,42.60,42.20
2019-05-21,42.85,42.50,42.85,42.35
2019-05-22,42.70,42.90,42.95,42.45
2019-05-23,42.35,42.80,42.80,42.30
2019-05-24,42.35,42.35,42.65,42.25
2019-05-27,42.40,42.55,42.90,42.35
2019-05-28,42.30,42.70,42.70,42.30
2019-05-29,42.50,42.40,42.50,42.05
2019-05-30,42.80,42.45,42.80,42.40
2019-05-31,42.90,42.60,42.90,42.50
2019-06-03,43.40,42.65,43.40,42.60
2019-06-04,43.10,43.45,44.00,43.10
2019-06-05,43.00,43.25,43.40,42.90
2019-06-06,43.15,43.00,43.15,42.85
2019-06-10,43.85,43.50,43.95,43.30
2019-06-11,44.00,43.75,44.00,43.50
2019-06-12,43.75,43.95,44.00,43.45
2019-06-13,43.85,43.95,43.95,43.60
2019-06-14,43.95,43.90,44.00,43.80
2019-06-17,44.70,44.10,44.95,44.10
2019-06-18,45.20,45.00,45.30,44.90
2019-06-19,45.30,45.50,45.50,44.80
2019-06-20,45.40,45.35,45.45,45.05
2019-06-21,45.15,45.45,45.45,45.10
2019-06-24,45.60,45.15,45.60,45.05
2019-06-25,45.60,45.60,45.60,45.30
2019-06-26,45.55,45.65,45.65,45.50
2019-06-27,45.95,45.55,46.10,45.55
2019-06-28,46.05,46.00,46.05,45.60
2019-07-01,46.15,46.05,46.50,45.80
2019-07-02,46.35,46.00,46.60,45.90
2019-07-03,46.25,46.20,46.45,46.05
2019-07-04,45.90,46.20,46.25,45.70
2019-07-05,46.15,46.00,46.50,45.85
2019-07-08,46.20,46.15,46.35,46.00
2019-07-09,46.00,46.20,46.25,46.00
2019-07-10,45.85,46.05,46.20,45.80
2019-07-11,44.80,45.85,45.85,44.70
2019-07-12,44.35,44.70,45.00,44.20
2019-07-15,44.05,44.35,44.35,43.85
2019-07-16,44.75,44.05,44.85,44.00
2019-07-17,44.70,44.80,44.95,44.45
2019-07-18,44.60,44.60,44.75,44.50
2019-07-19,44.80,44.70,44.90,44.55
2019-07-22,44.90,45.00,45.15,44.80
2019-07-23,45.05,45.00,45.10,44.75
2019-07-24,44.80,45.05,45.10,44.80
2019-07-25,44.30,44.80,44.80,44.30
2019-07-26,44.65,44.20,44.65,44.15
2019-07-29,44.85,44.85,45.10,44.75
2019-07-30,44.80,44.95,44.95,44.60
2019-07-31,44.70,44.80,44.90,44.65
2019-08-01,44.05,44.50,44.55,44.00
2019-08-02,43.55,43.85,44.00,43.50
2019-08-05,43.55,43.50,43.85,43.40
2019-08-06,43.30,43.00,43.50,43.00
2019-08-07,43.35,43.40,43.75,43.30
2019-08-08,43.90,44.20,44.20,43.80
2019-08-12,43.95,43.90,44.15,43.90
2019-08-13,37.25,37.85,37.85,37.05
2019-08-14,38.30,37.90,38.40,37.55
2019-08-15,38.00,37.95,38.20,37.65
2019-08-16,37.95,38.10,38.10,37.80
2019-08-19,38.10,38.15,38.40,38.00
2019-08-20,38.15,38.30,38.30,38.10
2019-08-21,37.95,38.15,38.20,37.90
2019-08-22,37.85,38.10,38.15,37.80
2019-08-23,38.20,37.80,38.20,37.75
2019-08-26,37.70,37.85,37.85,37.15
2019-08-27,37.65,37.90,37.90,37.50
2019-08-28,37.70,37.65,37.70,37.50
2019-08-29,37.80,37.90,37.90,37.50
2019-08-30,38.45,38.00,38.45,37.85
2019-09-02,38.25,38.45,38.45,38.05
2019-09-03,38.35,38.25,38.45,38.25
2019-09-04,38.45,38.25,38.50,38.25
2019-09-05,39.00,38.50,39.00,38.50
2019-09-06,39.85,39.05,40.10,39.05
2019-09-09,40.00,40.00,40.20,39.80
2019-09-10,39.95,40.15,40.25,39.85
2019-09-11,40.00,40.15,40.15,39.75
2019-09-12,40.05,40.15,40.20,40.00
2019-09-16,40.10,40.05,40.25,39.90
2019-09-17,39.50,40.10,40.10,39.35
2019-09-18,39.80,39.60,40.10,39.60
2019-09-19,39.80,40.00,40.00,39.70
2019-09-20,40.20,39.80,40.20,39.65
2019-09-23,39.75,40.20,40.20,39.75
2019-09-24,39.80,39.90,39.95,39.60
2019-09-25,39.60,39.85,39.90,39.60
2019-09-26,39.90,39.85,40.00,39.65
2019-09-27,39.65,40.00,40.00,39.60
2019-10-01,39.65,39.90,39.95,39.50
2019-10-02,39.25,39.65,39.75,39.20
2019-10-03,39.00,38.95,39.10,38.65
2019-10-04,38.90,39.10,39.10,38.75
2019-10-07,39.30,39.05,39.35,39.00
2019-10-08,39.75,39.75,39.75,39.45
2019-10-09,39.50,39.75,39.80,39.50
2019-10-14,39.95,40.10,40.15,39.60
2019-10-15,40.00,40.00,40.05,39.75
2019-10-16,40.00,40.10,40.10,39.80
2019-10-17,40.10,40.05,40.10,39.95
2019-10-18,40.95,40.20,41.10,40.10
2019-10-21,41.50,41.25,41.75,41.25
2019-10-22,41.40,41.70,41.70,41.10
2019-10-23,40.95,41.40,41.40,40.80
2019-10-24,41.00,41.05,41.25,40.75
2019-10-25,40.85,41.20,41.25,40.60
2019-10-28,40.75,41.05,41.15,40.60
2019-10-29,40.65,40.90,40.90,40.35
2019-10-30,40.35,40.65,40.65,40.20
2019-10-31,40.45,40.50,40.65,40.35
2019-11-01,40.55,40.45,40.60,40.30
2019-11-04,40.95,40.70,41.15,40.65
2019-11-05,40.90,41.00,41.05,40.55
2019-11-06,40.80,40.90,40.95,40.75
2019-11-07,40.95,40.80,40.95,40.60
2019-11-08,40.90,41.00,41.05,40.85
2019-11-11,40.35,40.90,40.95,40.35
2019-11-12,40.65,40.50,40.65,40.40
2019-11-13,41.00,40.90,41.35,40.85
2019-11-14,41.15,41.15,41.20,40.85
2019-11-15,41.70,41.40,41.70,41.30
2019-11-18,42.10,41.90,42.15,41.90
2019-11-19,42.10,41.50,42.15,41.50
2019-11-20,42.65,42.25,42.90,42.10
2019-11-21,42.35,42.55,42.55,42.00
2019-11-22,42.10,42.50,42.50,42.00
2019-11-25,41.95,42.10,42.15,41.80
2019-11-26,41.80,42.20,42.35,41.80
2019-11-27,41.95,41.90,41.95,41.70
2019-11-28,42.00,42.00,42.15,41.85
2019-11-29,41.40,41.90,41.95,41.35
2019-12-02,41.35,41.40,41.45,41.20
2019-12-03,41.85,41.30,41.95,41.20
2019-12-04,41.75,41.85,41.85,41.35
2019-12-05,41.65,41.75,41.90,41.60
2019-12-06,41.75,41.70,41.85,41.55
2019-12-09,42.05,41.85,42.15,41.75
2019-12-10,42.10,42.05,42.20,41.90
2019-12-11,42.15,42.10,42.25,42.05
2019-12-12,42.30,42.25,42.40,42.20
2019-12-13,42.55,42.40,42.85,42.40
2019-12-16,42.80,42.85,43.00,42.65
2019-12-17,42.95,42.85,42.95,42.70
2019-12-18,43.00,42.85,43.10,42.80
2019-12-19,43.00,43.00,43.00,42.75
2019-12-20,42.95,43.00,43.10,42.80
2019-12-23,43.25,42.95,43.25,42.95
2019-12-24,43.15,43.25,43.35,43.05
2019-12-25,43.10,43.00,43.25,42.90
2019-12-26,43.05,43.15,43.15,42.90
2019-12-27,43.25,43.10,43.25,43.00
2019-12-30,43.65,43.35,43.90,43.30
2019-12-31,43.70,43.65,43.80,43.50
2020-01-02,44.10,43.80,44.15,43.80
2020-01-03,43.95,44.15,44.25,43.45
2020-01-06,43.45,43.50,43.70,43.30
2020-01-07,43.60,43.45,43.60,43.20
2020-01-08,43.40,43.15,43.55,43.15
2020-01-09,43.45,43.40,43.60,43.30
2020-01-10,43.50,43.45,43.50,43.35
2020-01-13,44.25,43.75,44.25,43.65
2020-01-14,44.55,44.25,44.55,44.25
2020-01-15,44.55,44.55,44.70,44.30
2020-01-16,44.75,44.50,44.95,44.45
2020-01-17,44.90,44.90,44.90,44.65
2020-01-20,44.95,44.95,45.00,44.85
2020-01-30,41.85,42.70,43.05,41.60
2020-01-31,42.05,41.75,42.50,41.75
2020-02-03,41.55,40.50,41.65,40.10
2020-02-04,42.40,41.60,42.70,41.60
2020-02-05,42.35,42.50,42.65,41.95
2020-02-06,43.00,42.50,43.10,42.45
2020-02-07,42.50,42.20,42.70,42.05
2020-02-10,42.40,42.00,42.60,41.70
2020-02-11,42.60,42.50,42.90,42.50
2020-02-12,42.80,42.60,43.00,42.60
2020-02-13,43.15,42.80,43.45,42.80
2020-02-14,43.20,43.20,43.40,43.15
2020-02-17,43.00,42.80,43.10,42.75
2020-02-18,43.05,43.00,43.20,42.90
2020-02-19,43.40,43.10,43.50,43.10
2020-02-20,43.15,43.55,43.80,43.15
2020-02-21,43.25,43.15,43.35,43.05
2020-02-24,43.00,43.00,43.20,42.80
2020-02-25,42.70,42.35,43.00,42.30
2020-02-26,42.20,42.15,42.60,42.10
2020-02-27,42.25,42.20,42.40,42.05
2020-03-02,42.25,41.40,42.60,41.40
2020-03-03,42.65,42.60,42.90,42.50
2020-03-04,42.85,42.60,42.95,42.60
2020-03-05,43.30,42.90,43.30,42.85
2020-03-06,42.85,43.20,43.20,42.50
2020-03-09,41.85,42.20,42.40,41.70
2020-03-10,41.60,41.20,41.90,41.20
2020-03-11,41.80,42.00,42.25,41.70
2020-03-12,40.75,41.70,41.80,40.40
2020-03-13,40.25,39.00,40.55,38.30
2020-03-16,38.85,40.25,40.25,38.85
2020-03-17,37.60,38.00,38.20,37.45
2020-03-18,36.00,37.30,37.50,36.00
2020-03-19,33.60,34.90,34.90,33.35
2020-03-20,36.95,34.15,36.95,34.15
2020-03-23,36.10,35.80,36.95,34.50
2020-03-24,38.25,38.30,38.70,37.80
2020-03-25,38.80,39.05,39.50,38.70
2020-03-26,38.60,39.50,39.50,38.55
2020-03-27,38.95,39.30,39.45,38.80
2020-03-30,39.15,38.25,39.20,38.00
2020-03-31,39.50,39.25,39.50,39.00
2020-04-01,39.00,39.50,39.55,39.00
2020-04-06,39.05,39.50,39.55,38.50
2020-04-07,39.95,39.60,40.10,39.50
2020-04-08,41.00,40.00,41.20,40.00
2020-04-09,40.55,41.00,41.10,40.50
2020-04-10,41.00,40.60,41.00,40.60
2020-04-13,40.80,40.80,41.10,40.70
2020-04-14,41.65,40.80,41.80,40.80
2020-04-15,41.80,41.90,42.05,41.80
2020-04-16,41.85,41.45,42.10,41.35
2020-04-17,42.00,42.20,42.40,41.95
2020-04-20,42.35,42.20,42.50,42.10
2020-04-21,41.80,42.35,42.45,41.60
2020-04-22,41.60,41.40,41.70,41.25
2020-04-23,42.15,41.60,42.40,41.60
2020-04-24,42.00,42.15,42.20,41.70
2020-04-27,42.00,42.25,42.40,42.00
2020-04-28,42.25,42.30,42.30,41.85
2020-04-29,42.55,42.30,42.55,42.25
2020-04-30,43.20,42.55,43.35,42.55
2020-05-04,42.20,41.60,42.65,41.60
2020-05-05,42.85,42.30,43.05,42.30
2020-05-06,42.60,42.55,42.95,42.30
2020-05-07,42.70,42.80,43.10,42.50
2020-05-08,43.00,43.10,43.10,42.75
2020-05-11,43.15,43.20,43.45,43.15
2020-05-12,42.95,42.75,43.10,42.75
2020-05-13,42.90,42.70,42.90,42.30
2020-05-14,42.60,42.55,42.80,42.20
2020-05-15,42.30,42.65,42.75,42.25
2020-05-18,42.35,42.00,42.70,42.00
2020-05-19,43.00,42.90,43.20,42.70
2020-05-20,42.90,43.20,43.20,42.90
2020-05-21,43.00,43.00,43.15,42.80
2020-05-22,42.65,43.00,43.10,42.60
2020-05-25,42.65,42.65,42.70,42.20
2020-05-26,43.00,42.95,43.20,42.80
2020-05-27,42.85,42.70,43.10,42.70
2020-05-28,42.35,42.85,42.90,42.35
2020-05-29,42.55,42.35,42.80,42.25
2020-06-01,43.10,42.95,43.15,42.75
2020-06-02,43.30,43.15,43.30,43.05
2020-06-03,43.65,43.50,43.90,43.40
2020-06-04,43.40,44.00,44.00,43.30
2020-06-05,43.65,43.50,43.65,43.35
2020-06-08,43.95,43.75,43.95,43.50
2020-06-09,43.90,43.65,43.90,43.60
2020-06-10,44.00,43.75,44.15,43.50
2020-06-11,43.30,43.90,44.05,43.30
2020-06-12,42.90,42.50,43.00,42.45
2020-06-15,42.50,42.75,42.95,42.50
2020-06-16,42.85,42.75,43.15,42.70
2020-06-17,42.85,42.80,42.85,42.55
2020-06-18,42.70,42.85,42.90,42.60
2020-06-19,42.55,42.80,43.20,42.55
2020-06-22,42.90,42.85,43.10,42.65
2020-06-23,42.70,43.00,43.00,42.70
2020-06-24,42.85,42.90,43.00,42.70
2020-06-29,42.65,42.60,42.85,42.60
2020-06-30,42.75,42.90,42.90,42.75
2020-07-01,43.10,42.75,43.20,42.70
2020-07-02,43.60,43.20,43.70,43.00
2020-07-03,43.95,43.80,44.05,43.80
2020-07-06,44.40,44.00,44.50,44.00
2020-07-07,44.50,44.40,44.55,44.05
2020-07-08,45.15,44.40,45.15,44.35
2020-07-09,45.30,45.40,45.45,45.15
2020-07-10,44.95,45.30,45.35,44.95
2020-07-13,45.20,45.00,45.30,44.90
2020-07-14,45.30,45.10,45.40,45.05
2020-07-15,45.60,45.40,45.75,45.30
2020-07-16,44.50,45.45,45.45,44.40
2020-07-17,44.80,44.85,45.10,44.65
2020-07-20,45.10,44.80,45.25,44.75
