日期,收盤價,開盤價,最高價,最低價
2020-07-21,45.55,45.25,45.80,45.20
2020-07-22,45.50,45.40,45.75,45.30
2020-07-23,45.60,45.50,45.65,45.20
2020-07-24,45.00,45.30,45.45,45.00
2020-07-27,44.60,44.95,45.25,44.60
2020-07-28,44.50,44.40,44.95,44.00
2020-07-29,45.05,44.50,45.25,44.35
2020-07-30,45.35,45.20,45.40,44.95
2020-07-31,45.00,45.35,45.50,45.00
2020-08-03,44.95,45.00,45.00,44.70
2020-08-04,45.40,44.95,45.65,44.95
2020-08-05,46.45,45.60,46.65,45.60
2020-08-06,47.15,46.95,47.15,46.50
2020-08-07,47.10,47.50,47.55,46.95
2020-08-10,46.60,46.90,47.00,46.50
2020-08-11,46.50,46.55,46.75,46.50
2020-08-12,41.00,41.40,41.45,40.85
2020-08-13,41.20,41.30,41.60,41.00
2020-08-14,42.85,41.30,43.00,41.25
2020-08-17,43.35,43.25,43.85,43.20
2020-08-18,44.00,43.45,44.30,43.45
2020-08-19,44.35,44.00,44.70,43.95
2020-08-20,43.50,44.45,45.00,43.00
2020-08-21,44.25,44.20,44.50,43.75
2020-08-24,44.05,44.25,44.30,43.70
2020-08-25,44.10,44.40,44.40,44.00
2020-08-26,44.10,44.10,44.15,43.85
2020-08-27,43.85,44.10,44.10,43.70
2020-08-28,43.50,43.85,44.00,43.10
2020-08-31,42.90,43.80,43.90,42.90
2020-09-01,42.75,43.20,43.20,42.55
2020-09-02,42.65,43.00,43.20,42.25
2020-09-03,42.70,42.65,43.00,42.40
2020-09-04,42.20,42.30,42.30,42.05
2020-09-07,42.70,42.05,42.70,42.00
2020-09-08,42.70,43.00,43.10,42.65
2020-09-09,42.55,42.15,42.60,42.00
2020-09-10,42.45,42.60,42.70,42.10
2020-09-11,42.30,42.45,42.45,42.20
2020-09-14,42.95,42.35,42.95,42.30
2020-09-15,42.70,42.95,42.95,42.50
2020-09-16,42.85,42.65,42.90,42.60
2020-09-17,42.55,42.85,43.00,42.45
2020-09-18,42.50,42.55,42.65,42.35
2020-09-21,42.25,42.35,42.50,42.20
2020-09-22,41.80,42.15,42.15,41.60
2020-09-23,41.00,41.80,41.80,40.90
2020-09-24,40.05,40.40,40.50,40.00
2020-09-25,40.55,40.50,40.75,40.20
2020-09-28,40.95,40.75,40.95,40.65
2020-09-29,41.20,41.20,41.60,41.00
2020-09-30,41.40,41.60,41.80,41.25
2020-10-05,41.00,41.50,41.65,41.00
2020-10-06,41.40,41.30,41.45,41.15
2020-10-07,41.15,41.45,41.50,41.00
2020-10-08,41.15,41.30,41.35,40.95
2020-10-12,40.95,41.15,41.30,40.70
2020-10-13,40.50,40.75,40.90,40.35
2020-10-14,40.50,40.75,40.95,40.50
2020-10-15,40.30,40.45,40.45,40.15
2020-10-16,40.30,40.25,40.50,40.25
2020-10-19,40.45,40.60,40.75,40.45
2020-10-20,40.35,40.50,40.60,40.20
2020-10-21,40.30,40.50,40.60,40.30
2020-10-22,41.00,40.30,41.00,40.30
2020-10-23,40.65,41.05,41.10,40.55
2020-11-02,40.60,40.45,40.60,40.45
2020-11-03,40.95,40.70,40.95,40.60
2020-11-04,40.90,40.85,41.00,40.75
2020-11-05,41.05,41.00,41.15,40.85
2020-11-06,40.85,41.05,41.10,40.75
